Subject,NEOFAC_N,NEO-FFI_Compl,NEORAW_01,NEORAW_06,NEORAW_11,NEORAW_16,NEORAW_21,NEORAW_26,NEORAW_31,NEORAW_36,NEORAW_41,NEORAW_46,NEORAW_51,NEORAW_56
903816,26,True,A,SA,SD,SD,A,N,D,D,N,D,SD,A
842353,28,True,SD,SA,N,D,A,N,N,D,N,SA,A,N
166894,26,True,N,A,A,A,SD,A,A,A,SA,N,SD,SA
527124,18,True,D,D,SD,D,N,SD,N,D,D,N,D,N
204872,21,True,SD,D,A,SA,SD,SD,SD,SD,A,SD,SD,N
487070,27,True,SD,D,N,N,N,D,A,SA,N,SD,A,D
378457,26,True,SD,D,SD,A,N,A,N,SA,A,A,N,A
181572,25,True,SD,SD,N,A,SA,A,SD,D,D,N,D,N
101500,32,True,D,SD,A,SD,A,SA,D,D,SA,D,SA,SD
596177,24,True,SD,D,N,SD,SD,N,SA,N,A,SD,D,D
665475,29,True,D,A,SA,D,D,SA,SA,SA,A,SA,A,D
115758,15,True,D,D,SD,A,SD,D,SA,D,SD,SD,N,N
390291,33,True,N,A,SA,SD,SA,SA,D,SD,N,A,N,SA
895531,30,True,A,D,SA,SD,SD,D,SD,SA,SA,D,SD,SA
771872,25,True,A,SA,D,D,SA,SD,N,D,SD,SD,A,N
202788,33,True,SD,SA,SA,SA,SA,D,N,A,SA,D,A,D
897839,24,True,N,SA,N,SD,N,SD,N,N,SD,N,A,D
485061,20,True,N,N,SA,A,SA,D,N,N,SD,SA,D,D
458090,26,True,SD,SA,N,A,N,N,A,D,A,SA,SA,N
730823,16,True,A,N,N,A,SD,D,SA,N,A,SA,A,D
569642,32,True,SA,A,D,SD,A,A,SD,N,A,SD,A,N
649248,21,True,D,N,SD,N,N,SD,SA,A,N,SD,A,SD
182673,29,True,D,D,A,N,D,A,D,A,D,SD,N,A
325599,25,True,D,A,A,SA,A,N,SA,A,D,N,SA,D
589591,23,True,N,D,D,SD,D,A,D,SD,A,A,A,D
349652,16,True,SA,SD,D,SA,D,N,A,SA,N,N,A,SD
209076,24,True,A,SD,D,SA,SA,N,SD,SD,SA,A,A,SA
234192,18,True,SA,D,D,SD,SD,N,A,N,SD,N,SA,D
421371,16,True,N,D,N,SA,D,A,A,A,D,SA,SD,N
127795,27,True,D,A,D,A,D,D,SA,SA,A,SD,SA,N
577209,27,True,A,SA,SD,D,A,D,SD,A,D,D,D,A
438806,33,True,SD,SA,A,D,SD,N,D,N,SA,D,A,N
720601,34,True,N,SA,SA,A,SA,SD,D,D,SA,SD,A,SA
934952,28,True,SD,D,SA,A,N,A,D,D,N,D,SA,SD
893015,13,True,N,N,N,SA,SA,SD,SA,SD,SD,SA,A,SD
599749,19,True,SA,N,SD,SA,A,A,D,N,D,SA,A,N
480253,35,True,D,A,SA,SD,D,SA,D,D,D,SD,A,SA
352470,31,True,SD,N,SA,SD,N,D,N,D,N,N,A,SA
700070,21,True,N,SA,SD,N,D,A,SD,N,SD,A,D,D
816862,17,True,SA,N,A,D,D,SD,SD,SD,D,D,SD,SD
737717,24,True,N,SD,A,SD,SD,D,A,A,SA,SD,N,SD
850467,24,True,A,D,D,SA,N,SD,SD,SA,A,D,SA,D
972439,30,True,D,D,A,D,SD,SA,SA,N,SA,SD,N,SA
537776,16,True,SD,SD,D,SA,D,A,D,A,SD,SA,D,SD
209371,22,True,N,A,A,SA,SA,SD,SA,SD,SA,A,N,A
361586,19,True,N,SD,SD,N,A,D,SA,N,SA,N,A,SD
